Clinic,Date,Ailment,Attendance,MedicationUsed,MedicationStock,StockAdequacy
Kangemi Health Centre,2024-05-21,Diarrhea,249,78,532,Adequate
Kangemi Health Centre,2024-05-21,Skin Infection,324,111,485,Adequate
Kangemi Health Centre,2024-05-21,Pneumonia,136,68,217,Adequate
Kangemi Health Centre,2024-05-22,Malaria,197,110,693,Adequate
Kangemi Health Centre,2024-05-22,Flu,83,141,111,Low
Kangemi Health Centre,2024-05-22,Typhoid,238,46,393,Adequate
Kangemi Health Centre,2024-05-22,Respiratory Infection,36,107,533,Adequate
Kangemi Health Centre,2024-05-22,Diarrhea,94,111,782,Adequate
Kangemi Health Centre,2024-05-22,Skin Infection,106,57,181,Adequate
Kangemi Health Centre,2024-05-22,Pneumonia,238,110,544,Adequate
Kangemi Health Centre,2024-05-23,Malaria,113,19,128,Adequate
Kangemi Health Centre,2024-05-23,Flu,333,127,564,Adequate
Kangemi Health Centre,2024-05-23,Typhoid,145,115,527,Adequate
Kangemi Health Centre,2024-05-23,Respiratory Infection,76,132,190,Adequate
Kangemi Health Centre,2024-05-23,Diarrhea,82,99,688,Adequate
Kangemi Health Centre,2024-05-23,Skin Infection,233,53,255,Adequate
Kangemi Health Centre,2024-05-23,Pneumonia,31,130,668,Adequate
Kangemi Health Centre,2024-05-24,Malaria,319,96,157,Adequate
Kangemi Health Centre,2024-05-24,Flu,283,81,592,Adequate
Kangemi Health Centre,2024-05-24,Typhoid,186,44,174,Adequate
Kangemi Health Centre,2024-05-24,Respiratory Infection,318,144,686,Adequate
Kangemi Health Centre,2024-05-24,Diarrhea,358,87,403,Adequate
Kangemi Health Centre,2024-05-24,Skin Infection,96,102,263,Adequate
Kangemi Health Centre,2024-05-24,Pneumonia,249,73,353,Adequate
Kangemi Health Centre,2024-05-25,Malaria,239,69,290,Adequate
Kangemi Health Centre,2024-05-25,Flu,244,148,185,Adequate
Kangemi Health Centre,2024-05-25,Typhoid,135,85,630,Adequate
Kangemi Health Centre,2024-05-25,Respiratory Infection,76,94,574,Adequate
Kangemi Health Centre,2024-05-25,Diarrhea,175,59,481,Adequate
Kangemi Health Centre,2024-05-25,Skin Infection,95,14,192,Adequate
Kangemi Health Centre,2024-05-25,Pneumonia,382,71,567,Adequate
Kangemi Health Centre,2024-05-26,Malaria,123,115,232,Adequate
Kangemi Health Centre,2024-05-26,Flu,370,87,690,Adequate
Kangemi Health Centre,2024-05-26,Typhoid,241,17,258,Adequate
Kangemi Health Centre,2024-05-26,Respiratory Infection,297,50,702,Adequate
Kangemi Health Centre,2024-05-26,Diarrhea,265,99,509,Adequate
Kangemi Health Centre,2024-05-26,Skin Infection,385,49,292,Adequate
Kangemi Health Centre,2024-05-26,Pneumonia,216,44,213,Adequate
Kangemi Health Centre,2024-05-27,Malaria,40,64,164,Adequate
Kangemi Health Centre,2024-05-27,Flu,201,45,601,Adequate
Kangemi Health Centre,2024-05-27,Typhoid,179,115,245,Adequate
Kangemi Health Centre,2024-05-27,Respiratory Infection,238,59,109,Adequate
Kangemi Health Centre,2024-05-27,Diarrhea,256,67,673,Adequate
Kangemi Health Centre,2024-05-27,Skin Infection,114,89,233,Adequate
Kangemi Health Centre,2024-05-27,Pneumonia,352,70,270,Adequate
Kangemi Health Centre,2024-05-28,Malaria,242,86,629,Adequate
Kangemi Health Centre,2024-05-28,Flu,343,147,671,Adequate
Kangemi Health Centre,2024-05-28,Typhoid,117,36,167,Adequate
Kangemi Health Centre,2024-05-28,Respiratory Infection,307,53,651,Adequate
Kangemi Health Centre,2024-05-28,Diarrhea,138,83,677,Adequate
Kangemi Health Centre,2024-05-28,Skin Infection,197,15,467,Adequate
Kangemi Health Centre,2024-05-28,Pneumonia,303,110,336,Adequate
Kangemi Health Centre,2024-05-29,Malaria,244,119,385,Adequate
Kangemi Health Centre,2024-05-29,Flu,178,91,475,Adequate
Kangemi Health Centre,2024-05-29,Typhoid,136,22,175,Adequate
Kangemi Health Centre,2024-05-29,Respiratory Infection,38,97,729,Adequate
Kangemi Health Centre,2024-05-29,Diarrhea,319,112,160,Adequate
Kangemi Health Centre,2024-05-29,Skin Infection,364,59,662,Adequate
Kangemi Health Centre,2024-05-29,Pneumonia,81,68,107,Adequate
Kangemi Health Centre,2024-05-30,Malaria,398,54,443,Adequate
Kangemi Health Centre,2024-05-30,Flu,274,57,474,Adequate
Kangemi Health Centre,2024-05-30,Typhoid,136,36,292,Adequate
Kangemi Health Centre,2024-05-30,Respiratory Infection,366,130,161,Adequate
Kangemi Health Centre,2024-05-30,Diarrhea,91,47,732,Adequate
Kangemi Health Centre,2024-05-30,Skin Infection,309,48,479,Adequate
Kangemi Health Centre,2024-05-30,Pneumonia,306,123,530,Adequate
Kangemi Health Centre,2024-05-31,Malaria,144,57,220,Adequate
Kangemi Health Centre,2024-05-31,Flu,42,130,515,Adequate
Kangemi Health Centre,2024-05-31,Typhoid,192,28,787,Adequate
Kangemi Health Centre,2024-05-31,Respiratory Infection,366,97,272,Adequate
Kangemi Health Centre,2024-05-31,Diarrhea,304,73,200,Adequate
Kangemi Health Centre,2024-05-31,Skin Infection,351,88,165,Adequate
Kangemi Health Centre,2024-05-31,Pneumonia,360,74,698,Adequate
Kangemi Health Centre,2024-06-01,Malaria,96,78,358,Adequate
Kangemi Health Centre,2024-06-01,Flu,234,71,277,Adequate
Kangemi Health Centre,2024-06-01,Typhoid,309,97,116,Adequate
Kangemi Health Centre,2024-06-01,Respiratory Infection,325,103,783,Adequate
Kangemi Health Centre,2024-06-01,Diarrhea,291,75,248,Adequate
Kangemi Health Centre,2024-06-01,Skin Infection,64,38,320,Adequate
Kangemi Health Centre,2024-06-01,Pneumonia,82,66,452,Adequate
Kangemi Health Centre,2024-06-02,Malaria,105,119,787,Adequate
Kangemi Health Centre,2024-06-02,Flu,39,108,216,Adequate
Kangemi Health Centre,2024-06-02,Typhoid,309,99,274,Adequate
Kangemi Health Centre,2024-06-02,Respiratory Infection,263,82,394,Adequate
Kangemi Health Centre,2024-06-02,Diarrhea,351,15,120,Adequate
Kangemi Health Centre,2024-06-02,Skin Infection,102,83,135,Adequate
Kangemi Health Centre,2024-06-02,Pneumonia,262,117,596,Adequate
Kangemi Health Centre,2024-06-03,Malaria,235,51,143,Adequate
Kangemi Health Centre,2024-06-03,Flu,120,62,569,Adequate
Kangemi Health Centre,2024-06-03,Typhoid,122,92,553,Adequate
Kangemi Health Centre,2024-06-03,Respiratory Infection,112,106,606,Adequate
Kangemi Health Centre,2024-06-03,Diarrhea,311,95,120,Adequate
Kangemi Health Centre,2024-06-03,Skin Infection,257,11,786,Adequate
Kangemi Health Centre,2024-06-03,Pneumonia,137,59,170,Adequate
Kangemi Health Centre,2024-06-04,Malaria,79,104,496,Adequate
Kangemi Health Centre,2024-06-04,Flu,366,33,604,Adequate
Kangemi Health Centre,2024-06-04,Typhoid,305,22,102,Adequate
Kangemi Health Centre,2024-06-04,Respiratory Infection,253,107,274,Adequate
Kangemi Health Centre,2024-06-04,Diarrhea,119,33,340,Adequate
Kangemi Health Centre,2024-06-04,Skin Infection,64,23,294,Adequate
Kangemi Health Centre,2024-06-04,Pneumonia,335,107,509,Adequate
Kangemi Health Centre,2024-06-05,Malaria,32,60,651,Adequate
Kangemi Health Centre,2024-06-05,Flu,193,80,594,Adequate
Kangemi Health Centre,2024-06-05,Typhoid,145,61,475,Adequate
Kangemi Health Centre,2024-06-05,Respiratory Infection,171,115,563,Adequate
Kangemi Health Centre,2024-06-05,Diarrhea,75,85,337,Adequate
Kangemi Health Centre,2024-06-05,Skin Infection,39,33,672,Adequate
Kangemi Health Centre,2024-06-05,Pneumonia,47,115,748,Adequate
Kangemi Health Centre,2024-06-06,Malaria,259,113,797,Adequate
Kangemi Health Centre,2024-06-06,Flu,207,130,105,Low
Kangemi Health Centre,2024-06-06,Typhoid,370,60,647,Adequate
Kangemi Health Centre,2024-06-06,Respiratory Infection,356,129,494,Adequate
Kangemi Health Centre,2024-06-06,Diarrhea,329,23,384,Adequate
Kangemi Health Centre,2024-06-06,Skin Infection,359,59,721,Adequate
Kangemi Health Centre,2024-06-06,Pneumonia,226,117,637,Adequate
Kangemi Health Centre,2024-06-07,Malaria,291,25,159,Adequate
Kangemi Health Centre,2024-06-07,Flu,385,41,174,Adequate
Kangemi Health Centre,2024-06-07,Typhoid,32,72,547,Adequate
Kangemi Health Centre,2024-06-07,Respiratory Infection,258,35,374,Adequate
Kangemi Health Centre,2024-06-07,Diarrhea,47,89,314,Adequate
Kangemi Health Centre,2024-06-07,Skin Infection,200,110,428,Adequate
Kangemi Health Centre,2024-06-07,Pneumonia,284,32,225,Adequate
Kangemi Health Centre,2024-06-08,Malaria,284,81,649,Adequate
Kangemi Health Centre,2024-06-08,Flu,353,105,271,Adequate
Kangemi Health Centre,2024-06-08,Typhoid,252,98,344,Adequate
Kangemi Health Centre,2024-06-08,Respiratory Infection,365,92,397,Adequate
Kangemi Health Centre,2024-06-08,Diarrhea,349,63,433,Adequate
Kangemi Health Centre,2024-06-08,Skin Infection,234,114,298,Adequate
Kangemi Health Centre,2024-06-08,Pneumonia,361,66,341,Adequate
Kangemi Health Centre,2024-06-09,Malaria,159,108,733,Adequate
Kangemi Health Centre,2024-06-09,Flu,73,96,295,Adequate
Kangemi Health Centre,2024-06-09,Typhoid,387,85,557,Adequate
Kangemi Health Centre,2024-06-09,Respiratory Infection,347,30,628,Adequate
Kangemi Health Centre,2024-06-09,Diarrhea,301,18,300,Adequate
Kangemi Health Centre,2024-06-09,Skin Infection,88,18,751,Adequate
Kangemi Health Centre,2024-06-09,Pneumonia,148,70,498,Adequate
Kangemi Health Centre,2024-06-10,Malaria,351,84,366,Adequate
Kangemi Health Centre,2024-06-10,Flu,37,84,579,Adequate
Kangemi Health Centre,2024-06-10,Typhoid,163,62,454,Adequate
Kangemi Health Centre,2024-06-10,Respiratory Infection,101,143,724,Adequate
Kangemi Health Centre,2024-06-10,Diarrhea,136,43,728,Adequate
Kangemi Health Centre,2024-06-10,Skin Infection,149,28,426,Adequate
Kangemi Health Centre,2024-06-10,Pneumonia,239,69,497,Adequate
Kangemi Health Centre,2024-06-11,Malaria,132,109,308,Adequate
Kangemi Health Centre,2024-06-11,Flu,343,49,208,Adequate
Kangemi Health Centre,2024-06-11,Typhoid,377,59,204,Adequate
Kangemi Health Centre,2024-06-11,Respiratory Infection,56,101,372,Adequate
Kangemi Health Centre,2024-06-11,Diarrhea,166,93,400,Adequate
Kangemi Health Centre,2024-06-11,Skin Infection,351,41,656,Adequate
Kangemi Health Centre,2024-06-11,Pneumonia,294,59,695,Adequate
Kangemi Health Centre,2024-06-12,Malaria,195,69,100,Adequate
Kangemi Health Centre,2024-06-12,Flu,278,34,162,Adequate
Kangemi Health Centre,2024-06-12,Typhoid,193,74,300,Adequate
Kangemi Health Centre,2024-06-12,Respiratory Infection,251,53,743,Adequate
Kangemi Health Centre,2024-06-12,Diarrhea,143,87,316,Adequate
Kangemi Health Centre,2024-06-12,Skin Infection,225,34,301,Adequate
Kangemi Health Centre,2024-06-12,Pneumonia,164,135,240,Adequate
Kangemi Health Centre,2024-06-13,Malaria,225,52,156,Adequate
Kangemi Health Centre,2024-06-13,Flu,171,111,683,Adequate
Kangemi Health Centre,2024-06-13,Typhoid,253,36,739,Adequate
Kangemi Health Centre,2024-06-13,Respiratory Infection,135,66,314,Adequate
Kangemi Health Centre,2024-06-13,Diarrhea,100,85,764,Adequate
Kangemi Health Centre,2024-06-13,Skin Infection,96,99,327,Adequate
Kangemi Health Centre,2024-06-13,Pneumonia,108,125,448,Adequate
Kangemi Health Centre,2024-06-14,Malaria,359,94,345,Adequate
Kangemi Health Centre,2024-06-14,Flu,301,140,502,Adequate
Kangemi Health Centre,2024-06-14,Typhoid,186,60,629,Adequate
Kangemi Health Centre,2024-06-14,Respiratory Infection,201,45,155,Adequate
Kangemi Health Centre,2024-06-14,Diarrhea,108,112,383,Adequate
Kangemi Health Centre,2024-06-14,Skin Infection,222,14,717,Adequate
Kangemi Health Centre,2024-06-14,Pneumonia,307,146,711,Adequate
Kangemi Health Centre,2024-06-15,Malaria,267,22,499,Adequate
Kangemi Health Centre,2024-06-15,Flu,115,93,131,Adequate
Kangemi Health Centre,2024-06-15,Typhoid,365,60,178,Adequate
Kangemi Health Centre,2024-06-15,Respiratory Infection,215,75,717,Adequate
Kangemi Health Centre,2024-06-15,Diarrhea,92,85,415,Adequate
Kangemi Health Centre,2024-06-15,Skin Infection,350,90,739,Adequate
Kangemi Health Centre,2024-06-15,Pneumonia,212,144,796,Adequate
Kangemi Health Centre,2024-06-16,Malaria,249,80,765,Adequate
Kangemi Health Centre,2024-06-16,Flu,274,41,170,Adequate
Kangemi Health Centre,2024-06-16,Typhoid,75,56,690,Adequate
Kangemi Health Centre,2024-06-16,Respiratory Infection,178,43,229,Adequate
Kangemi Health Centre,2024-06-16,Diarrhea,156,118,730,Adequate
Kangemi Health Centre,2024-06-16,Skin Infection,386,42,343,Adequate
Kangemi Health Centre,2024-06-16,Pneumonia,132,134,136,Adequate
Kangemi Health Centre,2024-06-17,Malaria,171,46,619,Adequate
Kangemi Health Centre,2024-06-17,Flu,260,106,496,Adequate
Kangemi Health Centre,2024-06-17,Typhoid,325,116,629,Adequate
Kangemi Health Centre,2024-06-17,Respiratory Infection,342,112,387,Adequate
Kangemi Health Centre,2024-06-17,Diarrhea,223,86,314,Adequate
Kangemi Health Centre,2024-06-17,Skin Infection,310,101,558,Adequate
Kangemi Health Centre,2024-06-17,Pneumonia,318,117,293,Adequate
Kangemi Health Centre,2024-06-18,Malaria,187,90,203,Adequate
Kangemi Health Centre,2024-06-18,Flu,63,131,738,Adequate
Kangemi Health Centre,2024-06-18,Typhoid,243,78,790,Adequate
Kangemi Health Centre,2024-06-18,Respiratory Infection,109,42,573,Adequate
Kangemi Health Centre,2024-06-18,Diarrhea,60,48,162,Adequate
Kangemi Health Centre,2024-06-18,Skin Infection,77,96,403,Adequate
Kangemi Health Centre,2024-06-18,Pneumonia,90,41,433,Adequate
Kangemi Health Centre,2024-06-19,Malaria,303,36,383,Adequate
Kangemi Health Centre,2024-06-19,Flu,109,81,176,Adequate
Kangemi Health Centre,2024-06-19,Typhoid,250,18,639,Adequate
Kangemi Health Centre,2024-06-19,Respiratory Infection,390,106,608,Adequate
Kangemi Health Centre,2024-06-19,Diarrhea,193,18,274,Adequate
Kangemi Health Centre,2024-06-19,Skin Infection,336,85,344,Adequate
Kangemi Health Centre,2024-06-19,Pneumonia,151,86,131,Adequate
Kangemi Health Centre,2024-06-20,Malaria,279,66,409,Adequate
Kangemi Health Centre,2024-06-20,Flu,173,91,695,Adequate
Kangemi Health Centre,2024-06-20,Typhoid,85,32,372,Adequate
Kangemi Health Centre,2024-06-20,Respiratory Infection,195,101,769,Adequate
Kangemi Health Centre,2024-06-20,Diarrhea,278,67,177,Adequate
Kangemi Health Centre,2024-06-20,Skin Infection,51,117,372,Adequate
Kangemi Health Centre,2024-06-20,Pneumonia,281,44,469,Adequate
Kangemi Health Centre,2024-06-21,Malaria,333,41,304,Adequate
Kangemi Health Centre,2024-06-21,Flu,142,69,352,Adequate
Kangemi Health Centre,2024-06-21,Typhoid,215,100,326,Adequate
Kangemi Health Centre,2024-06-21,Respiratory Infection,45,57,453,Adequate
Kangemi Health Centre,2024-06-21,Diarrhea,140,10,652,Adequate
Kangemi Health Centre,2024-06-21,Skin Infection,77,40,519,Adequate
Kangemi Health Centre,2024-06-21,Pneumonia,137,62,260,Adequate
Kangemi Health Centre,2024-06-22,Malaria,388,91,250,Adequate
Kangemi Health Centre,2024-06-22,Flu,284,116,562,Adequate
Kangemi Health Centre,2024-06-22,Typhoid,247,39,572,Adequate
Kangemi Health Centre,2024-06-22,Respiratory Infection,74,109,138,Adequate
Kangemi Health Centre,2024-06-22,Diarrhea,269,54,689,Adequate
Kangemi Health Centre,2024-06-22,Skin Infection,366,21,379,Adequate
Kangemi Health Centre,2024-06-22,Pneumonia,145,42,434,Adequate
Kangemi Health Centre,2024-06-23,Malaria,341,62,167,Adequate
Kangemi Health Centre,2024-06-23,Flu,211,63,485,Adequate
Kangemi Health Centre,2024-06-23,Typhoid,278,103,509,Adequate
Kangemi Health Centre,2024-06-23,Respiratory Infection,208,76,703,Adequate
Kangemi Health Centre,2024-06-23,Diarrhea,241,84,301,Adequate
Kangemi Health Centre,2024-06-23,Skin Infection,326,61,592,Adequate
Kangemi Health Centre,2024-06-23,Pneumonia,367,78,745,Adequate
Kangemi Health Centre,2024-06-24,Malaria,359,75,521,Adequate
Kangemi Health Centre,2024-06-24,Flu,57,57,728,Adequate
Kangemi Health Centre,2024-06-24,Typhoid,399,112,416,Adequate
Kangemi Health Centre,2024-06-24,Respiratory Infection,354,143,174,Adequate
Kangemi Health Centre,2024-06-24,Diarrhea,231,52,158,Adequate
Kangemi Health Centre,2024-06-24,Skin Infection,44,112,716,Adequate
Kangemi Health Centre,2024-06-24,Pneumonia,194,100,453,Adequate
Kangemi Health Centre,2024-06-25,Malaria,64,43,570,Adequate
Kangemi Health Centre,2024-06-25,Flu,48,97,522,Adequate
Kangemi Health Centre,2024-06-25,Typhoid,377,63,246,Adequate
Kangemi Health Centre,2024-06-25,Respiratory Infection,205,64,515,Adequate
Kangemi Health Centre,2024-06-25,Diarrhea,204,119,658,Adequate
Kangemi Health Centre,2024-06-25,Skin Infection,285,73,785,Adequate
Kangemi Health Centre,2024-06-25,Pneumonia,132,64,449,Adequate
Kangemi Health Centre,2024-06-26,Malaria,174,51,466,Adequate
Kangemi Health Centre,2024-06-26,Flu,58,99,113,Adequate
Kangemi Health Centre,2024-06-26,Typhoid,335,66,584,Adequate
Kangemi Health Centre,2024-06-26,Respiratory Infection,218,133,394,Adequate
Kangemi Health Centre,2024-06-26,Diarrhea,212,105,647,Adequate
Kangemi Health Centre,2024-06-26,Skin Infection,399,46,113,Adequate
Kangemi Health Centre,2024-06-26,Pneumonia,152,112,258,Adequate
Kangemi Health Centre,2024-06-27,Malaria,358,111,182,Adequate
Kangemi Health Centre,2024-06-27,Flu,73,97,659,Adequate
Kangemi Health Centre,2024-06-27,Typhoid,86,84,121,Adequate
Kangemi Health Centre,2024-06-27,Respiratory Infection,161,110,555,Adequate
Kangemi Health Centre,2024-06-27,Diarrhea,331,68,366,Adequate
Kangemi Health Centre,2024-06-27,Skin Infection,316,20,219,Adequate
Kangemi Health Centre,2024-06-27,Pneumonia,275,85,137,Adequate
Kangemi Health Centre,2024-06-28,Malaria,274,30,209,Adequate
Kangemi Health Centre,2024-06-28,Flu,123,39,509,Adequate
Kangemi Health Centre,2024-06-28,Typhoid,165,112,107,Low
Kangemi Health Centre,2024-06-28,Respiratory Infection,357,148,389,Adequate
Kangemi Health Centre,2024-06-28,Diarrhea,280,25,460,Adequate
Kangemi Health Centre,2024-06-28,Skin Infection,116,85,318,Adequate
Kangemi Health Centre,2024-06-28,Pneumonia,270,56,720,Adequate
Kariobangi South Health Centre,2024-01-01,Malaria,285,106,319,Adequate
Kariobangi South Health Centre,2024-01-01,Flu,112,136,680,Adequate
Kariobangi South Health Centre,2024-01-01,Typhoid,126,93,385,Adequate
Kariobangi South Health Centre,2024-01-01,Respiratory Infection,266,37,288,Adequate
Kariobangi South Health Centre,2024-01-01,Diarrhea,110,117,420,Adequate
Kariobangi South Health Centre,2024-01-01,Skin Infection,96,55,445,Adequate
Kariobangi South Health Centre,2024-01-01,Pneumonia,380,101,654,Adequate
Kariobangi South Health Centre,2024-01-02,Malaria,216,55,299,Adequate
Kariobangi South Health Centre,2024-01-02,Flu,68,121,406,Adequate
Kariobangi South Health Centre,2024-01-02,Typhoid,33,89,176,Adequate
Kariobangi South Health Centre,2024-01-02,Respiratory Infection,208,34,375,Adequate
Kariobangi South Health Centre,2024-01-02,Diarrhea,181,45,389,Adequate
Kariobangi South Health Centre,2024-01-02,Skin Infection,138,63,488,Adequate
Kariobangi South Health Centre,2024-01-02,Pneumonia,374,47,282,Adequate
Kariobangi South Health Centre,2024-01-03,Malaria,338,59,171,Adequate
Kariobangi South Health Centre,2024-01-03,Flu,248,108,272,Adequate
Kariobangi South Health Centre,2024-01-03,Typhoid,170,25,567,Adequate
Kariobangi South Health Centre,2024-01-03,Respiratory Infection,298,49,677,Adequate
Kariobangi South Health Centre,2024-01-03,Diarrhea,332,28,528,Adequate
Kariobangi South Health Centre,2024-01-03,Skin Infection,194,63,617,Adequate
Kariobangi South Health Centre,2024-01-03,Pneumonia,43,33,538,Adequate
Kariobangi South Health Centre,2024-01-04,Malaria,260,109,773,Adequate
Kariobangi South Health Centre,2024-01-04,Flu,312,36,742,Adequate
Kariobangi South Health Centre,2024-01-04,Typhoid,254,11,333,Adequate
Kariobangi South Health Centre,2024-01-04,Respiratory Infection,365,54,123,Adequate
Kariobangi South Health Centre,2024-01-04,Diarrhea,300,104,241,Adequate
Kariobangi South Health Centre,2024-01-04,Skin Infection,211,87,180,Adequate
Kariobangi South Health Centre,2024-01-04,Pneumonia,303,49,564,Adequate
Kariobangi South Health Centre,2024-01-05,Malaria,237,49,138,Adequate
Kariobangi South Health Centre,2024-01-05,Flu,317,137,382,Adequate
Kariobangi South Health Centre,2024-01-05,Typhoid,395,61,196,Adequate
Kariobangi South Health Centre,2024-01-05,Respiratory Infection,220,103,546,Adequate
Kariobangi South Health Centre,2024-01-05,Diarrhea,302,58,583,Adequate
Kariobangi South Health Centre,2024-01-05,Skin Infection,366,91,215,Adequate
Kariobangi South Health Centre,2024-01-05,Pneumonia,52,127,427,Adequate
Kariobangi South Health Centre,2024-01-06,Malaria,342,71,793,Adequate
Kariobangi South Health Centre,2024-01-06,Flu,177,115,594,Adequate
